target_name	qid	wikidata_label	label_en	label_mul	description_en	description_mul	matched_name	matched_source	aliases_en	aliases_mul	P106_occupation_qids	P569_birth	P570_death	P742_pseudonym	P1477_birth_name	enwiki_title	jawiki_title	source_snapshot
Umar Nur Zain	Q133687110	Umar Nur Zain		Umar Nur Zain			Umar Nur Zain	label_mul			Q482980	+1939-01-01T00:00:00Z						2026-08-05
Matt Dinniman	Q134731703	Matt Dinniman	Matt Dinniman	Matt Dinniman	American speculative fiction writer, best known for Dungeon Crawler Carl novel series		Matt Dinniman	label_en			Q36180|Q639669|Q627325|Q483501|Q482980					Matt Dinniman		2026-08-05
Pam Brown	Q134836318	Pam Brown	Pam Brown		American politician		Pam Brown	label_en			Q82955					Pam Brown (New Hampshire politician)		2026-08-05
Daniel Silva	Q135168180	Daniel Silva	Daniel Silva		Chilean footballer		Daniel Silva	label_en			Q937857							2026-08-05
Russell Scott	Q135268339	Russell Scott	Russell Scott		British civil servant (1877 - 1960)		Russell Scott	label_en			Q212238	+1877-01-01T00:00:00Z	+1960-01-01T00:00:00Z			Russell Scott (civil servant)		2026-08-05
David Mitchell	Q136221693	David Mitchell		David Mitchell			David Mitchell	label_mul			Q1414443	+1965-11-08T00:00:00Z						2026-08-05
Lucy Walker	Q136260590	Lucy Walker	Lucy Walker		English composer		Lucy Walker	label_en			Q36834	+1998-00-00T00:00:00Z						2026-08-05
James White	Q137002635	James White		James White			James White	label_mul			Q202883		+1825-01-01T00:00:00Z					2026-08-05
Selena Kitt	Q137885453	Selena Kitt		Selena Kitt	American erotic novels author		Selena Kitt	label_mul			Q36180							2026-08-05
John Gray	Q138032183	John Gray	John Gray		Canadian political candidate from Nova Scotia		John Gray	label_en			Q82955							2026-08-05
Russell Scott	Q138032570	Russell Scott	Russell Scott		Canadian political candidate from Nova Scotia		Russell Scott	label_en			Q82955							2026-08-05
Michael  Stewart	Q138794362	Michael Stewart		Michael Stewart			Michael Stewart	label_mul			Q4220878|Q6386271							2026-08-05
Per Hansson	Q139045629	Per Hansson		Per Hansson			Per Hansson	label_mul			Q1895303	+1963-01-01T00:00:00Z						2026-08-05
Michael Farmer	Q139826498	Michael Farmer	Michael Farmer	Michael Farmer	researcher		Michael Farmer	label_en			Q1650915							2026-08-05
Ralph Compton	Q140752144	Ralph Compton	Ralph Compton		American electrical engineer		Ralph Compton	label_en			Q1326886|Q81096	+1935-07-26T00:00:00Z				Ralph Compton (electrical engineer)		2026-08-05
Mikhail Bulgakov	Q835	Mikhail Bulgakov	Mikhail Bulgakov	Michail Boelgakov	Russian author (1891–1940)		Mikhail Bulgakov	label_en	Mikhail Afanasyevich Bulgakov | Mikhail A. Bulgakov | Michael Bulgakov | Mikhail Afanasevich Bulgakov		Q6625963|Q214917|Q39631|Q9334029|Q15949613|Q8178443|Q28389|Q18844224|Q1930187|Q3387717|Q864380|Q36180|Q12144794	+1891-05-03T00:00:00Z|+1891-05-15T00:00:00Z	+1940-03-10T00:00:00Z			Mikhail Bulgakov	ミハイル・ブルガーコフ	2026-08-05
Maxim Gorky	Q12706	Maxim Gorky	Maxim Gorky	Maksim Gorky	Russian and Soviet writer (1868–1936)		Maxim Gorky	label_en	Alexei Maximovich Peshkov | Maksim Gor'ky | Aleksey Maksimovich Peshkov | Aleksey Peshkov | Maksim Gorky | Gorky | Maxim Gorki		Q36180|Q214917|Q6625963|Q49757|Q6051619|Q487596|Q18814623|Q1930187|Q18939491|Q82955|Q2516866|Q662729	+1868-03-16T00:00:00Z|+1868-03-14T00:00:00Z|+1868-00-00T00:00:00Z|+1868-03-28T00:00:00Z	+1936-06-18T00:00:00Z|+1936-06-14T00:00:00Z|+1936-00-00T00:00:00Z	Максим Горький | Иегудиил Хламида		Maxim Gorky	マクシム・ゴーリキー	2026-08-05
Ellen Douglas	Q82217	Ellen Douglas	Ellen Douglas		American writer (1921–2012)		Ellen Douglas	label_en	Ayres, Josephine Chamberlain,		Q36180|Q6625963	+1921-07-12T00:00:00Z	+2012-11-07T00:00:00Z			Ellen Douglas		2026-08-05
Ida Minerva Tarbell	Q271712	Ida Tarbell	Ida Tarbell	Ida Tarbell	American journalist (1857-1944)		Ida Minerva Tarbell	alias_en	Ida Minerva Tarbell | Ida M. Tarbell		Q1930187|Q36180|Q864380|Q201788|Q15931838	+1857-11-05T00:00:00Z|+1857-00-00T00:00:00Z	+1944-01-06T00:00:00Z|+1944-00-00T00:00:00Z			Ida Tarbell	イーダ・ターベル	2026-08-05
Dirk Bogarde	Q299190	Dirk Bogarde	Dirk Bogarde	Dirk Bogarde	British actor (1921–1999)		Dirk Bogarde	label_en	Derek Niven van den Bogaerde | Sir Dirk Bogarde | Sir Derek Jules Gaspard Ulric Niven van den Bogaerde		Q33999|Q10800557|Q6625963|Q18814623|Q333634|Q28389|Q1930187|Q2259451|Q36180|Q482980	+1921-03-28T00:00:00Z	+1999-05-08T00:00:00Z		Derek Jules Gaspard Ulric Niven van den Bogaerde	Dirk Bogarde	ダーク・ボガード	2026-08-05
Craig Johnson	Q343690	Craig Johnson	Craig Johnson		American ice hockey player, born 1972		Craig Johnson	label_en	Craig Thomas Johnson		Q11774891	+1972-03-18T00:00:00Z|+1972-03-08T00:00:00Z				Craig Johnson (ice hockey, born 1972)		2026-08-05
Jayne Ann Krentz	Q438345	Jayne Ann Krentz	Jayne Ann Krentz	Jayne Ann Krentz	American novelist		Jayne Ann Krentz	label_en	Jayne Castle | Jayne Ann Castle Krentz | Amanda Quick | Amanda Glass | Jayne Taylor | Jayne Bentley | Stephanie James | J.A.C.K.		Q36180|Q6625963|Q182436	+1948-03-28T00:00:00Z|+1948-00-00T00:00:00Z		Jayne Castle | Jayne Taylor | Jayne Bentley | Stephanie James | Jayne Ann Krentz | Amanda Glass | Amanda Quick	Jayne Ann Castle	Jayne Ann Krentz	ジェイン・アン・クレンツ	2026-08-05
Jayne Castle	Q438345	Jayne Ann Krentz	Jayne Ann Krentz	Jayne Ann Krentz	American novelist		Jayne Castle	alias_en	Jayne Castle | Jayne Ann Castle Krentz | Amanda Quick | Amanda Glass | Jayne Taylor | Jayne Bentley | Stephanie James | J.A.C.K.		Q36180|Q6625963|Q182436	+1948-03-28T00:00:00Z|+1948-00-00T00:00:00Z		Jayne Castle | Jayne Taylor | Jayne Bentley | Stephanie James | Jayne Ann Krentz | Amanda Glass | Amanda Quick	Jayne Ann Castle	Jayne Ann Krentz	ジェイン・アン・クレンツ	2026-08-05
Michael  Stewart	Q444465	Michael Stewart	Michael Stewart		Canadian ice hockey player		Michael Stewart	label_en	Mike Stewart		Q11774891	+1972-05-30T00:00:00Z				Michael Stewart (ice hockey)		2026-08-05
Rosario Ferre	Q449216	Rosario Ferré	Rosario Ferré	Rosario Ferré	Puerto Rican writer (1938–2016)		Rosario Ferré	label_en	Rosario Ferre		Q49757|Q1622272|Q36180|Q4263842|Q11774202	+1938-09-28T00:00:00Z	+2016-02-18T00:00:00Z			Rosario Ferré		2026-08-05
Sonya Hartnett	Q457495	Sonya Hartnett	Sonya Hartnett	Sonya Hartnett	Australian writer		Sonya Hartnett	label_en	Cameron S. Redfern | Sonya Louise Hartnett	Sonya Louise Hartnett	Q36180|Q6625963|Q4853732	+1968-02-23T00:00:00Z|+1968-03-23T00:00:00Z		Cameron S. Redfern		Sonya Hartnett	ソーニャ・ハートネット	2026-08-05
John Gray	Q461991	John Gray	John Gray		19th century socialist (1799-1883)		John Gray	label_en			Q188094|Q1930187|Q36180|Q6051619	+1799-01-01T00:00:00Z	+1883-04-26T00:00:00Z			John Gray (socialist)		2026-08-05
Allan W. Eckert	Q524567	Allan W. Eckert	Allan W. Eckert	Allan W. Eckert	American writer (1931–2011)		Allan W. Eckert	label_en	Allan Wesley Eckert	Allan Wesley Eckert	Q36180|Q201788|Q4853732|Q6625963|Q18805	+1931-01-30T00:00:00Z	+2011-07-07T00:00:00Z			Allan W. Eckert		2026-08-05
Stephen Schwartz	Q542484	Stephen Schwartz	Stephen Schwartz	Stephen Schwartz	American musical theatre lyricist and composer		Stephen Schwartz	label_en		Stephen Lawrence Schwartz	Q36834|Q822146|Q49757|Q753110|Q28389|Q1053574	+1948-03-06T00:00:00Z			Stephen Lawrence Schwartz	Stephen Schwartz		2026-08-05
Michael Scott	Q559548	Michael Scot	Michael Scot		Scottish mathematician and scholar (1175–c.1232)		Michael Scott	alias_en	Michael Scotus | Michael Scott		Q333634|Q170790|Q4964182|Q155647|Q39631|Q2488257|Q36180|Q11063|Q1589434	+1175-00-00T00:00:00Z	+1232-00-00T00:00:00Z|+1235-00-00T00:00:00Z	Theobaldus Anguilbertus		Michael Scot	マイケル・スコット (占星術師)	2026-08-05
Charles Robert Maturin	Q561027	Charles Maturin	Charles Maturin		Irish writer		Charles Robert Maturin	alias_en	Charles Robert Maturin		Q36180|Q214917|Q6625963|Q42603	+1782-09-25T00:00:00Z	+1824-10-30T00:00:00Z	Dennis Jasper Murphy		Charles Maturin	チャールズ・ロバート・マチューリン	2026-08-05
James White	Q586756	James White	James White	James White	Northern Ireland Science Fiction author (1928-1999)		James White	label_en			Q36180|Q18844224|Q127695489	+1928-04-07T00:00:00Z	+1999-08-23T00:00:00Z			James White (author)		2026-08-05
Helen Taylor	Q674343	Lady Helen Taylor	Lady Helen Taylor		noblewoman; daughter of Prince Edward, Duke of Kent, and Katharine, Duchess of Kent		Helen Taylor	alias_en	Helen Marina Lucy Windsor | The Lady Helen Marina Lucy Taylor | Lady Helen Marina Lucy Taylor | Lady Helen Marina Lucy Windsor | Helen Marina Lucy Taylor | Helen Windsor | Helen Taylor			+1964-04-28T00:00:00Z				Lady Helen Taylor		2026-08-05
David Drake	Q736343	David Drake	David Drake	David Drake	American author of science fiction and fantasy literature (1945–2023)		David Drake	label_en	Dave Drake | David Allen Drake		Q6625963|Q36180|Q18844224|Q40348|Q1607826|Q5434338|Q185351	+1945-09-24T00:00:00Z	+2023-12-10T00:00:00Z			David Drake	デヴィッド・ドレイク	2026-08-05
Robert Lynn Asprin	Q976059	Robert Asprin	Robert Asprin	Robert Asprin	American science fiction and fantasy author (1946–2008)		Robert Lynn Asprin	alias_en	Robert Lynn Asprin | Bob Asprin		Q6625963|Q36180|Q18844224	+1946-06-28T00:00:00Z	+2008-05-22T00:00:00Z	Bob Asprin		Robert Asprin	ロバート・アスプリン	2026-08-05
John Gray	Q977758	John Hamilton Gray	John Hamilton Gray	John Hamilton Gray	Canadian politician and lawyer (1814-1889)		John Gray	alias_en	John Gray		Q82955|Q40348|Q16533	+1814-05-03T00:00:00Z	+1889-06-05T00:00:00Z			John Hamilton Gray (New Brunswick politician)		2026-08-05
John Gray	Q978445	John Hamilton Gray	John Hamilton Gray	John Hamilton Gray	Canadian politician (1811-1887)		John Gray	alias_en	John Gray		Q82955	+1811-06-14T00:00:00Z	+1887-08-13T00:00:00Z			John Hamilton Gray (Prince Edward Island politician)		2026-08-05
Chen Jiang Hong	Q1069710	Chen JiangHong	Chen JiangHong		Chinese painter		Chen Jiang Hong	alias_en	Chen Jiang Hong		Q644687|Q36180|Q2500638|Q1028181|Q11606860|Q483501	+1963-10-27T00:00:00Z						2026-08-05
Colleen Coover	Q1108989	Colleen Coover	Colleen Coover	Colleen Coover	American comic book artist		Colleen Coover	label_en			Q644687|Q1114448|Q715301|Q11892507	+1969-07-14T00:00:00Z				Colleen Coover		2026-08-05
David Thomas	Q1176834	David Thomas	David Thomas		British musician		David Thomas	label_en			Q177220	+2000-01-01T00:00:00Z						2026-08-05
Henry Sumner Maine	Q1195523	Henry James Sumner Maine	Henry James Sumner Maine		British jurist and historian (1822–1888)		Henry Sumner Maine	alias_en	Henry Sumner Maine | Sir Henry Sumner Maine | Sir Henry James Sumner Maine | Sir Henry Maine	Henry James Sumner Maine	Q4773904|Q2135538|Q201788|Q63677188|Q2306091|Q185351|Q36180|Q808967|Q14467526	+1822-08-15T00:00:00Z	+1888-02-03T00:00:00Z		Henry James Sumner Maine	Henry James Sumner Maine	ヘンリー・メイン	2026-08-05
Henry Mayhew	Q1227273	Henry Mayhew	Henry Mayhew		British writer and activist (1812–1887)		Henry Mayhew	label_en			Q1930187|Q1607826|Q36180	+1812-11-25T00:00:00Z|+1812-00-00T00:00:00Z	+1887-07-25T00:00:00Z			Henry Mayhew		2026-08-05
John Gray	Q1252027	John Gray	John Gray		British economist		John Gray	label_en	Author of the Right of the British legislature vindicated,		Q188094|Q36180|Q482980	+1724-01-01T00:00:00Z	+1811-01-01T00:00:00Z					2026-08-05
Martin Caidin	Q1277983	Martin Caidin	Martin Caidin	Martin Caidin	American writer (1927-1997)		Martin Caidin	label_en	Martin von Strasser Caidin		Q28389|Q6625963|Q2095549|Q36180|Q18844224|Q15980158	+1927-09-14T00:00:00Z	+1997-03-24T00:00:00Z			Martin Caidin	マーティン・ケイディン	2026-08-05
John Brendan Keane	Q1398498	John B. Keane	John B. Keane		Irish playwright, novelist and essayist (1928–2002)		John Brendan Keane	alias_en	John Keane | John Brendan Keane		Q6625963|Q36180|Q214917	+1928-07-21T00:00:00Z	+2002-05-30T00:00:00Z			John B. Keane		2026-08-05
Graeme   Smith	Q1541338	Graeme Smith	Graeme Smith	Graeme Smith	Scottish association football player, born 1983		Graeme Smith	label_en		Graeme Meldrum Smith	Q937857	+1983-06-08T00:00:00Z			Graeme Meldrum Smith	Graeme Smith (footballer, born 1983)		2026-08-05
William Humphrey	Q1794711	William E. Humphrey	William E. Humphrey	William E. Humphrey	Member of the United States House of Representatives, 1903 to 1917 (1862–1934)		William Humphrey	alias_en	William Humphrey | William Ewart Humphrey		Q82955|Q40348|Q185351	+1862-03-31T00:00:00Z	+1934-02-14T00:00:00Z			William E. Humphrey		2026-08-05
Marcia Williams	Q1893533	Marcia Falkender, Baroness Falkender	Marcia Falkender, Baroness Falkender		British Labour politician, civil servant and life peer (1932-2019)		Marcia Williams	alias_en	Marcia Baroness Falkender Falkender | Marcia Falkender | Marcia Matilda Falkender, Baroness Falkender | Marcia Williams | Marcia Field		Q82955|Q36180	+1932-03-10T00:00:00Z	+2019-02-06T00:00:00Z		Marcia Field	Marcia Williams		2026-08-05
David Thomas	Q2255794	David Thomas	David Thomas		American musician and songwriter		David Thomas	label_en	David Lynn Thomas		Q488205|Q639669	+1953-06-14T00:00:00Z	+2025-04-23T00:00:00Z	Crocus Behemoth		David Thomas (musician)		2026-08-05
Francine Prose	Q2427599	Francine Prose	Francine Prose	Francine Prose	American writer (born 1947)		Francine Prose	label_en			Q36180|Q6625963|Q4853732|Q3400985	+1947-04-01T00:00:00Z				Francine Prose	フランシーン・プローズ	2026-08-05
Tony Strong	Q2442835	Tony Strong	Tony Strong		British author		Tony Strong	label_en	Anthony Capella | J. P. Delaney | Anthony Strong		Q36180	+1962-01-01T00:00:00Z						2026-08-05
James White	Q2540459	James Chance	James Chance	James Chance	American saxophonist, composer, singer and pianist (1953–2024)		James White	alias_en	James White	James Siegfried | James White	Q177220|Q12800682|Q15981151|Q753110|Q36834	+1953-04-20T00:00:00Z	+2024-06-18T00:00:00Z		James Siegfried	James Chance	ジェームス・チャンス	2026-08-05
Craig Johnson	Q3002021	Craig Johnson	Craig Johnson	Craig Johnson	American novelist and playwright (born 1961)		Craig Johnson	label_en	Craig Allen Johnson	Craig Allen Johnson	Q6625963|Q36180|Q33999|Q10297252|Q3455803|Q28389	+1961-02-01T00:00:00Z|+1961-01-12T00:00:00Z				Craig Johnson (author)		2026-08-05
David Thomas	Q3018873	David Thomas	David Thomas	David Thomas	French author and journalist (born 1966)		David Thomas	label_en			Q1930187|Q36180	+1966-01-01T00:00:00Z						2026-08-05
John Gray	Q3467629	John Malcolm Gray	John Malcolm Gray		British businessman (1934-2009)		John Gray	alias_en	John Gray		Q806798|Q43845|Q329455	+1934-07-28T00:00:00Z	+2009-11-19T00:00:00Z			John Gray (British banker)		2026-08-05
David Thomas	Q3703350	David Thomas	David Thomas		American football tight end, born 1983		David Thomas	label_en	John David Thomas		Q19204627	+1983-07-05T00:00:00Z				David Thomas (American football)		2026-08-05
Morgan Llywelyn	Q3862976	Morgan Llywelyn	Morgan Llywelyn	Morgan Llywelyn	Irish writer		Morgan Llywelyn	label_en			Q36180|Q4610556|Q18844224|Q6625963	+1937-12-03T00:00:00Z				Morgan Llywelyn		2026-08-05
Stewart Granger	Q3973462	Stewart Granger	Stewart Granger		Canadian basketball player		Stewart Granger	label_en		Stewart Francis Granger	Q3665646	+1961-10-27T00:00:00Z			Stewart Francis Granger	Stewart Granger (basketball)		2026-08-05
Thomas Sterling	Q4117884	Thomas Sterling	Thomas Sterling		American computer programmer		Thomas Sterling	label_en	Thomas L. Sterling		Q81096|Q82594	+2000-01-01T00:00:00Z				Thomas Sterling (computing)		2026-08-05
Essie Mae Washington-Williams	Q4249647	Essie Mae Washington-Williams	Essie Mae Washington-Williams		American school teacher and writer (1925–2013)		Essie Mae Washington-Williams	label_en			Q37226|Q36180|Q18814623	+1925-10-12T00:00:00Z	+2013-02-04T00:00:00Z|+2013-02-03T00:00:00Z			Essie Mae Washington-Williams	エッシー・メイ・ワシントン＝ウィリアムズ	2026-08-05
Tomie dePaola	Q4566686	Tomie dePaola	Tomie dePaola	Tomie dePaola	American illustrator and writer (1934–2020)		Tomie dePaola	label_en			Q36180|Q4853732|Q644687	+1934-09-15T00:00:00Z	+2020-03-30T00:00:00Z		Thomas Anthony dePaola	Tomie dePaola		2026-08-05
Ann Barker	Q4766248	Ann Barker	Ann Barker		American writer		Ann Barker	label_en			Q201788	+1946-08-05T00:00:00Z				Ann Barker (civil servant)		2026-08-05
Beirne Lay Jr.	Q4881371	Beirne Lay, Jr.	Beirne Lay, Jr.		author, aviation writer, Hollywood screenwriter, and combat veteran of World War II		Beirne Lay, Jr.	label_en			Q124153083|Q28389|Q6625963|Q18814623|Q105550321|Q38239859	+1909-09-01T00:00:00Z	+1982-05-26T00:00:00Z			Beirne Lay Jr.		2026-08-05
Billy Graham	Q4912624	Billy Graham	Billy Graham		New Zealand boxer		Billy Graham	label_en	William Neil Graham		Q11338576	+1940-00-00T00:00:00Z				Billy Graham (New Zealand boxer)		2026-08-05
Carolyn Cooke	Q5045332	Carolyn Cooke	Carolyn Cooke		American writer		Carolyn Cooke	label_en			Q6625963	+1959-02-06T00:00:00Z				Carolyn Cooke		2026-08-05
Cassie Edwards	Q5049395	Cassie Edwards	Cassie Edwards		American romance writer (1936-2016)		Cassie Edwards	label_en	Kathryn J. Cline Edwards		Q36180	+1936-01-01T00:00:00Z|+1936-04-05T00:00:00Z	+2016-01-04T00:00:00Z		Kathryn J. Cline	Cassie Edwards		2026-08-05
Colin Forbes	Q5145093	Colin Forbes	Colin Forbes		British graphic designer		Colin Forbes	label_en			Q627325|Q1229025	+1928-03-06T00:00:00Z	+2022-05-22T00:00:00Z			Colin Forbes (graphic designer)		2026-08-05
Dave Jackson	Q5229033	Dave Jackson	Dave Jackson		American canoeist		Dave Jackson	label_en			Q13382566	+1902-01-01T00:00:00Z	+1978-01-01T00:00:00Z					2026-08-05
David Mitchell	Q5237617	David Mitchell	David Mitchell	David Mitchell	Scottish admiral, born 1642		David Mitchell	label_en			Q10669499|Q82955	+1642-00-00T00:00:00Z	+1710-01-01T00:00:00Z			David Mitchell (Royal Navy officer)		2026-08-05
David Mitchell	Q5237619	David Mitchell	David Mitchell		former British slalom canoer		David Mitchell	label_en	David Arthur Mitchell		Q13382566	+1943-02-05T00:00:00Z				David Mitchell (canoeist)		2026-08-05
David Mitchell	Q5237622	David Mitchell	David Mitchell		male field hockey defender, born 1981		David Mitchell	label_en			Q10843263	+1981-09-16T00:00:00Z				David Mitchell (field hockey)		2026-08-05
David Thomas	Q5240335	David Thomas	David Thomas		Welsh clergyman and historian (1833–1916)		David Thomas	label_en	David Richard Thomas | D. R. Thomas | Canon Thomas | D. R. T.		Q201788|Q5697103	+1833-01-01T00:00:00Z	+1916-10-11T00:00:00Z		David Richard Thoma	David Thomas (archdeacon of Montgomery)		2026-08-05
